farmid,flockid,cycle,weekid,week,nb_chicken,feed_intake_kg_bird_week,Weight_kg_bird_week,kg_total_chicken,no_feed,code,feedname,company,form,stage,species,no_anti,option,no_option,option_order,anti_name,concentration,amount_anti_mg/kg/week
75-012,75-012_7,7,75-012_7_6,6,520,0.309,0.63,327.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-012,75-012_7,7,75-012_7_7,7,520,0.319,0.69,358.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-012,75-012_7,7,75-012_7_8,8,518,0.347,0.74,383.32,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-012,75-012_7,7,75-012_7_9,9,500,0.374,0.83,415,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-012,75-012_7,7,75-012_7_10,10,500,0.402,0.91,455,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-012,75-012_7,7,75-012_7_11,11,490,0.423,1,490,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-012,75-012_7,7,75-012_7_12,12,460,0.444,1.14,524.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-012,75-012_7,7,75-012_7_13,13,400,0.464,1.32,528,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-012,75-012_7,7,75-012_7_14,14,395,0.485,1.4,553,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-012,75-012_7,7,75-012_7_15,15,395,0.513,1.42,560.9,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-012,75-012_7,7,75-012_7_16,16,375,0.534,1.51,566.25,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-012,75-012_7,7,75-012_7_17,17,312,0.547,1.56,486.72,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.506410256
75-012,75-012_7,7,75-012_7_18,18,250,0.561,1.6,400,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.50625
75-012,75-012_7,7,75-012_7_19,19,200,0.568,1.69,338,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.360946746
75-012,75-012_7,7,75-012_7_20,20,170,0.589,1.77,300.9,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.327683616
75-012,75-012_8,8,75-012_8_1,1,714,0.077,0.05,35.7,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-012,75-012_8,8,75-012_8_2,2,710,0.139,0.09,63.9,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-012,75-012_8,8,75-012_8_3,3,705,0.193,0.25,176.25,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-012,75-012_8,8,75-012_8_4,4,635,0.246,0.43,273.05,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,28.60465116
75-012,75-012_8,8,75-012_8_5,5,600,0.293,0.53,318,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,27.64150943
75-012,75-012_8,8,75-012_8_6,6,450,0.309,0.63,283.5,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,24.52380952
75-012,75-012_8,8,75-012_8_7,7,250,0.319,0.69,172.5,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,23.11594203
75-012,75-012_8,8,75-012_8_8,8,90,0.347,0.74,66.6,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,23.44594595
75-012,75-012_8,8,75-012_8_9,9,50,0.374,0.83,41.5,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,22.53012048
75-012,75-012_8,8,75-012_8_10,10,15,0.402,0.91,13.65,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,22.08791209
75-012,75-012_8,8,75-012_8_11,11,5,0.423,1,5,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,21.15
75-012,75-012_8,8,75-012_8_12,12,3,0.444,1.14,3.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-012,75-012_8,8,75-012_8_13,13,3,0.464,1.32,3.96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-012,75-012_8,8,75-012_8_14,14,3,0.485,1.4,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-012,75-012_8,8,75-012_8_15,15,3,0.513,1.42,4.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_1,1,150,0.077,0.05,7.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-013,75-013_1,1,75-013_1_2,2,148,0.139,0.09,13.32,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-013,75-013_1,1,75-013_1_3,3,148,0.193,0.25,37,1,FE002,COMFEED 622,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,7.72
75-013,75-013_1,1,75-013_1_4,4,148,0.246,0.43,63.64,1,FE002,COMFEED 622,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-013,75-013_1,1,75-013_1_5,5,148,0.293,0.53,78.44,1,FE002,COMFEED 622,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-013,75-013_1,1,75-013_1_6,6,148,0.309,0.63,93.24,1,FE002,COMFEED 622,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-013,75-013_1,1,75-013_1_7,7,148,0.319,0.69,102.12,1,FE002,COMFEED 622,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-013,75-013_1,1,75-013_1_8,8,148,0.347,0.74,109.52,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_9,9,148,0.374,0.83,122.84,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_10,10,148,0.402,0.91,134.68,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_11,11,148,0.423,1,148,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_12,12,142,0.444,1.14,161.88,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_13,13,142,0.464,1.32,187.44,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_14,14,142,0.485,1.4,198.8,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_15,15,118,0.513,1.42,167.56,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_16,16,74,0.534,1.51,111.74,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-013,75-013_1,1,75-013_1_17,17,32,0.547,1.56,49.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_1,1,200,0.077,0.05,10,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-013,75-013_2,2,75-013_2_2,2,200,0.139,0.09,18,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-013,75-013_2,2,75-013_2_3,3,200,0.193,0.25,50,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-013,75-013_2,2,75-013_2_4,4,200,0.246,0.43,86,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-013,75-013_2,2,75-013_2_5,5,200,0.293,0.53,106,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-013,75-013_2,2,75-013_2_6,6,200,0.309,0.63,126,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-013,75-013_2,2,75-013_2_7,7,200,0.319,0.69,138,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-013,75-013_2,2,75-013_2_8,8,200,0.347,0.74,148,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-013,75-013_2,2,75-013_2_9,9,199,0.374,0.83,165.17,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_9,9,199,0.374,0.83,165.17,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.253012048
75-013,75-013_2,2,75-013_2_10,10,199,0.402,0.91,181.09,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_10,10,199,0.402,0.91,181.09,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.208791209
75-013,75-013_2,2,75-013_2_11,11,199,0.423,1,199,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.115
75-013,75-013_2,2,75-013_2_11,11,199,0.423,1,199,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_12,12,199,0.444,1.14,226.86,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.947368421
75-013,75-013_2,2,75-013_2_12,12,199,0.444,1.14,226.86,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_13,13,183,0.464,1.32,241.56,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_13,13,183,0.464,1.32,241.56,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.757575758
75-013,75-013_2,2,75-013_2_14,14,135,0.485,1.4,189,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.732142857
75-013,75-013_2,2,75-013_2_14,14,135,0.485,1.4,189,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_15,15,85,0.513,1.42,120.7,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.806338028
75-013,75-013_2,2,75-013_2_15,15,85,0.513,1.42,120.7,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_16,16,73,0.534,1.51,110.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-013,75-013_2,2,75-013_2_17,17,49,0.547,1.56,76.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_1,1,150,0.077,0.05,7.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-013,75-013_3,3,75-013_3_2,2,150,0.139,0.09,13.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-013,75-013_3,3,75-013_3_3,3,150,0.193,0.25,37.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,7.72
75-013,75-013_3,3,75-013_3_4,4,150,0.246,0.43,64.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-013,75-013_3,3,75-013_3_5,5,150,0.293,0.53,79.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-013,75-013_3,3,75-013_3_6,6,150,0.309,0.63,94.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-013,75-013_3,3,75-013_3_7,7,150,0.319,0.69,103.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-013,75-013_3,3,75-013_3_8,8,145,0.347,0.74,107.3,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.344594595
75-013,75-013_3,3,75-013_3_8,8,145,0.347,0.74,107.3,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_9,9,140,0.374,0.83,116.2,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.253012048
75-013,75-013_3,3,75-013_3_9,9,140,0.374,0.83,116.2,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_10,10,140,0.402,0.91,127.4,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.208791209
75-013,75-013_3,3,75-013_3_10,10,140,0.402,0.91,127.4,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_11,11,140,0.423,1,140,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.115
75-013,75-013_3,3,75-013_3_11,11,140,0.423,1,140,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_12,12,120,0.444,1.14,136.8,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.947368421
75-013,75-013_3,3,75-013_3_12,12,120,0.444,1.14,136.8,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_13,13,83,0.464,1.32,109.56,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.757575758
75-013,75-013_3,3,75-013_3_13,13,83,0.464,1.32,109.56,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_14,14,33,0.485,1.4,46.2,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.732142857
75-013,75-013_3,3,75-013_3_14,14,33,0.485,1.4,46.2,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_15,15,33,0.513,1.42,46.86,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_15,15,33,0.513,1.42,46.86,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.806338028
75-013,75-013_3,3,75-013_3_16,16,33,0.534,1.51,49.83,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.768211921
75-013,75-013_3,3,75-013_3_16,16,33,0.534,1.51,49.83,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_17,17,33,0.547,1.56,51.48,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.753205128
75-013,75-013_3,3,75-013_3_17,17,33,0.547,1.56,51.48,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_18,18,33,0.561,1.6,52.8,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.753125
75-013,75-013_3,3,75-013_3_18,18,33,0.561,1.6,52.8,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_19,19,33,0.568,1.69,55.77,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.680473373
75-013,75-013_3,3,75-013_3_19,19,33,0.568,1.69,55.77,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-013,75-013_3,3,75-013_3_20,20,33,0.589,1.77,58.41,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.663841808
75-013,75-013_3,3,75-013_3_20,20,33,0.589,1.77,58.41,2,FE035,805 SP,GOLD COIN FEEDMILL DONG NAI,M,Growing ,Pig ,0,NA,NA,NA,NA,NA,NA
75-014,75-014_1,1,75-014_1_1,1,300,0.077,0.05,15,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-014,75-014_1,1,75-014_1_2,2,285,0.139,0.09,25.65,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-014,75-014_1,1,75-014_1_3,3,235,0.193,0.25,58.75,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-014,75-014_1,1,75-014_1_4,4,233,0.246,0.43,100.19,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-014,75-014_1,1,75-014_1_5,5,231,0.293,0.53,122.43,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-014,75-014_1,1,75-014_1_6,6,231,0.309,0.63,145.53,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-014,75-014_1,1,75-014_1_7,7,229,0.319,0.69,158.01,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-014,75-014_1,1,75-014_1_8,8,229,0.347,0.74,169.46,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-014,75-014_1,1,75-014_1_9,9,229,0.374,0.83,190.07,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-014,75-014_1,1,75-014_1_10,10,229,0.402,0.91,208.39,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-014,75-014_1,1,75-014_1_11,11,229,0.423,1,229,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-014,75-014_1,1,75-014_1_12,12,229,0.444,1.14,261.06,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-014,75-014_1,1,75-014_1_13,13,229,0.464,1.32,302.28,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-014,75-014_1,1,75-014_1_14,14,227,0.485,1.4,317.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-014,75-014_1,1,75-014_1_15,15,224,0.513,1.42,318.08,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-014,75-014_1,1,75-014_1_16,16,221,0.534,1.51,333.71,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-014,75-014_1,1,75-014_1_17,17,190,0.547,1.56,296.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.506410256
75-014,75-014_2,2,75-014_2_1,1,306,0.077,0.05,15.3,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-014,75-014_2,2,75-014_2_2,2,302,0.139,0.09,27.18,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-014,75-014_2,2,75-014_2_3,3,301,0.193,0.25,75.25,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-014,75-014_2,2,75-014_2_4,4,300,0.246,0.43,129,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-014,75-014_2,2,75-014_2_5,5,300,0.293,0.53,159,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-014,75-014_2,2,75-014_2_6,6,280,0.309,0.63,176.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-014,75-014_2,2,75-014_2_7,7,250,0.319,0.69,172.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-014,75-014_2,2,75-014_2_8,8,250,0.347,0.74,185,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-014,75-014_2,2,75-014_2_9,9,250,0.374,0.83,207.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-014,75-014_2,2,75-014_2_10,10,250,0.402,0.91,227.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-014,75-014_2,2,75-014_2_11,11,250,0.423,1,250,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-014,75-014_2,2,75-014_2_12,12,250,0.444,1.14,285,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-014,75-014_2,2,75-014_2_13,13,250,0.464,1.32,330,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-014,75-014_2,2,75-014_2_14,14,250,0.485,1.4,350,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-014,75-014_2,2,75-014_2_15,15,250,0.513,1.42,355,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-014,75-014_2,2,75-014_2_16,16,250,0.534,1.51,377.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-014,75-014_2,2,75-014_2_17,17,250,0.547,1.56,390,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.506410256
75-014,75-014_2,2,75-014_2_18,18,250,0.561,1.6,400,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.50625
75-014,75-014_2,2,75-014_2_19,19,50,0.568,1.69,84.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-014,75-014_2,2,75-014_2_20,20,49,0.589,1.77,86.73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-014,75-014_2,2,75-014_2_21,21,49,0.658,1.81,88.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-014,75-014_2,2,75-014_2_22,22,49,0.728,1.86,91.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-014,75-014_2,2,75-014_2_23,23,49,0.755,1.93,94.57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-014,75-014_2,2,75-014_2_24,24,49,0.762,2,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-014,75-014_2,2,75-014_2_25,25,49,0.762,2.1,102.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-015,75-015_1,1,75-015_1_1,1,204,0.077,0.05,10.2,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-015,75-015_1,1,75-015_1_2,2,200,0.139,0.09,18,1,FE011,RF 315,RICO,C,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,77.22222222
75-015,75-015_1,1,75-015_1_3,3,184,0.193,0.25,46,1,FE011,RF 315,RICO,C,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,38.6
75-015,75-015_1,1,75-015_1_4,4,183,0.246,0.43,78.69,1,FE011,RF 315,RICO,C,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,28.60465116
75-015,75-015_1,1,75-015_1_5,5,183,0.293,0.53,96.99,1,FE013,RF 346,RICO,P,Growing ,Chicken,1,0,0,1,chlortetracycline,30,16.58490566
75-015,75-015_1,1,75-015_1_6,6,183,0.309,0.63,115.29,1,FE013,RF 346,RICO,P,Growing ,Chicken,1,0,0,1,chlortetracycline,30,14.71428571
75-015,75-015_1,1,75-015_1_7,7,181,0.319,0.69,124.89,1,FE013,RF 346,RICO,P,Growing ,Chicken,1,0,0,1,chlortetracycline,30,13.86956522
75-015,75-015_1,1,75-015_1_8,8,179,0.347,0.74,132.46,1,FE013,RF 346,RICO,P,Growing ,Chicken,1,0,0,1,chlortetracycline,30,14.06756757
75-015,75-015_1,1,75-015_1_9,9,174,0.374,0.83,144.42,1,FE013,RF 346,RICO,P,Growing ,Chicken,1,0,0,1,chlortetracycline,30,13.51807229
